FarmNm_CH,FarmNm_EN,County,Township,Address_CH,Longitude,Latitude,WebURL,NearestStopName,NearestStopDistanceMeters,Routes
老官道休閒農場,,10005,大湖鄉,新開村5鄰12-1號,120.832014,24.347409,,,,
大武山休閒農場,,10013,泰武鄉,武潭村老潭巷40號,120.651265,22.572646,,,,
微笑灣休閒農場,,10002,頭城鎮,仙公路180巷50號,121.825633,24.878144,,,,
頂埔休閒農場,,65000,土城區,中央路四段67巷(大暖坑8-1號)進大暖坑福德祠,0,0,,,,
尖石薰衣草森林休閒農場,,10004,尖石鄉,嘉樂村嘉樂129號,121.227015,24.729611,,,,
王老先生休閒農場,,10002,三星鄉,萬富七路76號,121.675267,24.681156,,,,
和華園休閒農場,,10013,萬巒鄉,五溝村12鄰東興路66之1號,120.605494,22.594464,,,,
綠谷休閒農場,,10017,七堵區,瑪陵坑華新二路80號,121.665462,25.120361,,,,
松竹園休閒農場,,66000,太平區,汴里北田路323巷39號,120.787125,24.155016,,,,
謙謹休閒農場,,10015,富里鄉,羅山村16鄰羅山5之5號,121.274514,23.198357,,,,
櫻之采休閒農場(蜜滋賀溫泉飯店),,10015,瑞穗鄉,瑞祥村溫泉一街17號,121.370677,23.491155,,,,
大茉莉休閒農場,,10013,里港鄉,載興村16鄰載南路19巷12弄20號,120.545211,22.776617,,,,
礁溪休閒農業有限公司休閒農場,,10002,礁溪鄉,大忠村17鄰五峰路70巷50號,121.755286,24.829952,,,,
蘭野星空休閒農場(日光蘭野),,10002,冬山鄉,進利路500號,121.699246,24.640776,,,,
石壁休閒農場,,10009,古坑鄉,草嶺村草嶺81之18 號,120.715526,23.610662,,,,
心禾園休閒農場,,66000,東勢區,慶福里9鄰東關路4段528號,120.848986,24.163675,,,,
想夢蘭休閒農場,,10005,後龍鎮,福寧里頭湖6-2號,120.763855,24.587617,,,,
龍子泉休閒農場(龍子泉美饌會館),,10013,南州鄉,壽元村1鄰大同路69號,120.540683,22.486964,,,,
棗稻田休閒農場,,10002,員山鄉,員山路二段172巷17號,121.710223,24.726446,https://jaodaotian.com/,,,
龍雲休閒農場,,10010,竹崎鄉,中和村石棹1號,120.703601,23.487219,https://www.long-yun.com.tw/,,,
台灣金石咖啡休閒農場,,10013,萬巒鄉,赤山村沿山路1段500號,120.617113,22.584913,,,,
全一休閒農場,,66000,太平區,北田路283號,120.769502,24.138582,,,,
金葉山莊休閒農場,,10005,卓蘭鎮,上新里四鄰大仁街29號,120.833216,24.303473,,,,
心鮮森林休閒農場(小森之歌),,10004,芎林鄉,新鳳村1鄰倒別牛23號,121.105685,24.770915,,,,
福康休閒農場,,10005,三灣鄉,永和村石馬店18-2號,120.927787,24.640634,,,,
佳芳休閒農場,,10014,卑南鄉,明峰村牧場72之4號,121.108024,22.857203,https://www.taiwan-tea.net/,,,
枋寮巧茵山休閒農場,,10013,枋寮鄉,太源村中山路三段123號,120.581971,22.421119,https://cocosun.com.tw/,,,
飛牛牧場休閒農場,Flying Cow Ranch(飛牛牧場休閒農場),10005,通霄鎮,南和里 166 號,120.741294,24.441267,https://www.flyingcow.com.tw/,,,
五柳園休閒農場,,10020,東區,盧厝里8鄰盧厝44之13號,120.488777,23.489698,https://www.wuliufarm.com,,,
九湖森林休閒農場（銅鑼茶廠）,,10005,銅鑼鄉,九湖村九湖132-16號,120.772125,24.471437,https://www.tongluotea.com,,,
展壯台大休閒農場,,10007,大村鄉,大橋村中山路三段137號,120.558768,23.996891,https://www.taidaorchids.com.tw,,,
新美休閒農場,,10005,大湖鄉,薑麻園10鄰8號,120.825907,24.383674,https://www.miaolifun.com.tw/index.php?menu=21&id=6579,,,
小路休閒農場,,66000,新社區,崑山里食水嵙6-2號,0,0,http://www.nalu.com.tw/index.htm,,,
根源自然生態休閒農場,,10013,恆春鎮,省北路二段 568 號,120.724055,22.051521,,,,
雙福休閒農場,,10007,芬園鄉,舊社村彰南路五段726號,120.622874,24.041359,https://goo.gl/C3brqL,,,
傑安美桔園休閒農場,,10005,三灣鄉,永和村八鄰北坑2之6號,120.928874,24.650606,,,,
菁芩休閒農場,,10007,溪州鄉,成功村庒北巷７號,120.549588,23.833167,,,,
臺灣漢寶園休閒農場,,10007,芳苑鄉,大同二路507 號,120.360246,24.007110,,,,
金車生物頭城造林園區休閒農場,,10002,頭城鎮,外澳里石空路102號,121.836048,24.883097,,,,
水月休閒農場(水悅莊園),,68000,中壢區,三民里大享街218號,121.191717,24.972983,,中大湖,342,133; 133A; 173
柚園生態休閒農場,,10013,麟洛鄉,新田村16鄰民族路453-2號,120.555038,22.665779,https://yoyuan.blogspot.tw/,,,
阿信巧克力休閒農場,,10013,恆春鎮,山海里萬里路27之8號,120.704835,21.997352,https://www.taiwanchoco.com.tw,,,
雅育休閒農場,,10007,大村鄉,貢旗村旗興路二段328號,120.535646,23.985128,,,,
北新有機休閒農場,,65000,淡水區,忠寮里7鄰演戲埔腳13號,121.475968,25.193156,,,,
一畝田琉璃仙境休閒農場,,10007,員林市,香山路87-11號,120.581321,23.941712,https://www.colorglass8711.com/,,,
中華民國農會休閒綜合農牧場休閒農場,,66000,外埔區,二崁路700號,120.620454,24.329302,https://www.farmer.org.tw/tpfarf.aspx,,,
戀戀空港灣休閒農場,,68000,蘆竹區,坑口里小古山路183-1號,121.285425,25.108111,,出水坑,961,5020
鳶山花花世界休閒農場,,65000,三峽區,中山路833號,121.349537,24.933336,,,,
綺美休閒農場,,10005,卓蘭鎮,西坪里3鄰西坪36之32號,120.824923,24.328730,,,,
微笑休閒農場,,66000,東勢區,東崎路三段175巷28號,120.872042,24.257948,,,,
大漢山休閒農場,,10013,春日鄉,春日村春日路67號,120.648379,22.389682,,,,
熊空森林休閒農場,,65000,三峽區,竹崙路238號,121.462392,24.878502,https://www.he-xu.com.tw/,,,
新北市農會文山休閒農場,,65000,新店區,湖子內路100號,121.541040,24.933441,https://www.wsfa.com.tw/,,,
大丘園休閒農場,,10007,二水鄉,大園村員集路二段442號,120.640419,23.803427,https://dcy1688.twowater.com.tw/websitesub/contact,,,
507高地美健休閒農場,,10005,卓蘭鎮,西坪里西坪134之10號,120.786668,24.333454,,,,
走馬瀨休閒農場,,67000,大內區,二溪里唭子瓦60號,120.418478,23.122445,https://www.farm.com.tw,其子瓦(舊社1),110,橘21
南元休閒農場,,67000,柳營區,果毅里南湖25號,120.378579,23.240099,https://www.nanyuanfarm.com.tw/,南元農場,262,黃2
山板樵休閒農場,,10005,三義鄉,雙潭村雙連潭138號,120.777725,24.404472,https://www.sbch.com.tw/,,,
地熱米休閒農場,,10002,三星鄉,三星路七段89號,121.627293,24.661897,https://www.7-11k.tw,,,
關子嶺開心休閒農場,,67000,白河區,關嶺里8鄰南寮19之16號,120.495783,23.322287,http://www.happyfarm.url.tw/index.html,坪頂三龍宮,359,黃12-1
大安休閒農場(預約制),,66000,大安區,中庄里中海路151號,120.573656,24.356496,,,,
咱兜休閒農場,,10008,名間鄉,三崙村19鄰弓鞋巷23-16號,120.622898,23.848712,,,,
美村休閒農場,,10002,五結鄉,大吉村大吉一路269號,121.803309,24.699739,,,,
水長流生態休閒農場,,10008,國姓鄉,長福村長雙巷40號,120.88152,24.08037,,,,
南園清心園林休閒農場,,10004,新埔鎮,照門里九芎湖路32號,121.104252,24.868008,https://nanyuan.theonestyle.com,,,
櫻花溫泉休閒農場,,10002,大同鄉,復興村泰雅一路73號,121.605295,24.633764,,,,
石圍墻休閒農場,,10005,公館鄉,福基村6鄰143-3號,120.818308,24.477088,https://mypaper.pchome.com.tw/kmf230599aw,,,
希望之丘休閒農場,,10002,冬山鄉,小埤五路331號,121.724610,24.633642,,,,
君達休閒農場,,10015,吉安鄉,干城二街95-1號,121.544413,23.945835,https://www.yinsherb.com.tw,,,
庄腳所在休閒農場,,10002,員山鄉,枕山村坡城路69-9號,121.695116,24.78086,https://elfland.org.tw/%E5%BA%84%E8%85%B3%E6%89%80%E5%9C%A8/,,,
獨角仙休閒農場,,10010,中埔鄉,石硦村15鄰石硦45號,120.549259,23.415127,https://www.dgc.com.tw/home,,,
大富休閒農場,,65000,汐止區,汐平路2段（北31）約7.9公里處,121.592745,25.083738,,,,
蜜蜂故事館休閒農場,,10009,古坑鄉,湳子路88號,0,0,https://www.honeymuseum.com/,,,
富田香草休閒農場,,68000,大溪區,福安里頭寮一路29巷59號,121.284528,24.839922,https://www.tomita.com.tw/,頭寮城,326,5097
集元果觀光休閒農場(jijibanana集元果觀光工廠),,10008,集集鎮,富山里大坪巷38號,120.814269,23.825061,https://www.jijibanana.net/,,,
春田窯休閒農場,,10005,三義鄉,雙潭村大坪7號,120.799190,24.409357,https://www.springkiln.com.tw/index.php?route=common/home,,,
日月潭日月山莊休閒農場-HOHOCHA喝喝茶,,10008,魚池鄉,魚池街443-36號,120.934018,23.897168,https://www.hohocha.com/,,,
鄉野沐田休閒農場,,10002,員山鄉,八甲路15之16號,121.704054,24.728800,,,,
金明昌休閒農場,,10017,七堵區,大華二路162之1號,121.688615,25.111277,,,,
芝林莊園休閒農場,,10013,內埔鄉,建興路218巷2號,120.564786,22.661938,,,,
雲之谷生態休閒農場,,64000,田寮區,新興村崗南路4號,120.358143,22.848035,,,,
劍門生態花果園休閒農場,,10007,大村鄉,茄苳村茄苳路2段143巷72號,120.535469,24.009967,,,,
新社莊園休閒農場,,66000,新社區,協成里協中街23號,120.813346,24.188081,https://www.summit-resort.com,,,
百勝村休閒農場,,10008,國姓鄉,北港村國姓路87-9號,120.908699,24.053683,https://www.baishengcun.com.tw/,,,
杉林松境休閒農場,,10005,南庄鄉,東河村12鄰橫屏背26號,121.041339,24.615121,,,,
穎達生態休閒農場,,10013,萬巒鄉,成德村新安路52號,120.627565,22.645423,,,,
稻香休閒農場,,10007,埔鹽鄉,埔鹽村彰水路2段169巷23號,120.476224,24.003170,,,,
斑比山丘休閒農場,,10002,冬山鄉,德安村下湖路285號,121.743267,24.646871,https://www.bambiland.com.tw/,,,
吉園休閒農場,,67000,麻豆區,南勢里總爺104-1號,120.270826,23.187421,,麻豆總爺護理之家,322,橘10-1
四角林咖啡莊園休閒農場,,66000,東勢區,勢林街1號,120.888233,24.289296,https://www.tcfarmers.org.tw/sijiaolin.php,,,
趣漫步休閒農場,,10013,恆春鎮,水泉里12鄰樹林路1之10號,120.71338,21.94247,,,,
埔里春天休閒農場,,10008,埔里鎮,中山路一段188號,120.991881,23.978820,,,,
福灣莊園休閒農場,,10013,東港鎮,大鵬里10鄰大鵬路100號,120.482443,22.458446,https://www.fuwanshop.com/,,,
石頭公園生態休閒農場,,66000,外埔區,廍子里廍子路108號,120.676432,24.354006,,,,
頭城休閒農場,Toucheng Leisure Farm(頭城休閒農場),10002,頭城鎮,更新路125-1號,121.849468,24.907147,https://www.tcfarm.com.tw/,,,
福田園教育休閒農場,,63000,士林區,菁山路131巷18號,121.568367,25.144520,,衛星電台,340,303
向陽休閒農場,,68000,觀音區,藍埔里11鄰52號,121.111642,25.007832,http://www.sun-green.com.tw/,向陽農場,124,T518
大溪花海休閒農場,,68000,大溪區,復興路一段1093巷29號,121.291208,24.842320,https://www.tasheeblmn.com.tw/index.php?lang=tw,慈湖,201,501; 502; 506
枋山休閒農場,,10013,枋山鄉,國中路3號,120.661050,22.263343,,,,
東遊季休閒農場(東遊季養生美食餐館),,10014,卑南鄉,溫泉村溫泉路376巷18號,121.019704,22.696209,https://www.toyugi.com.tw/,,,
向禾休閒農場(向禾休閒漁場),,10010,東石鄉,鰲鼓村12鄰四股67之6號,120.148785,23.507773,http://www.aogu.com.tw/index.php,,,
老爹生態教育休閒農場,,10010,中埔鄉,深坑村內灣2鄰9-1號,120.451601,23.399244,,,,
花與綠休閒農場,,10008,南投市,彰南路1段1巷100弄12號,120.68486,23.88206,,,,
富興休閒農場,,10015,瑞穗鄉,富興村8鄰富興73之1號,121.386929,23.583722,,,,
隆泉莊園休閒農場(停業中),,68000,龍潭區,佳安里4鄰淮子埔路138巷58-1號,121.244087,24.855522,,文化路717巷口,684,5044; 5050; 5056; 725
大丹休閒農場(停業中),,10004,新埔鎮,汶水坑132-1號,121.142573,24.867040,,,,
米棧壹零捌休閒農場,,10015,壽豐鄉,月眉村1鄰月眉六段19之15號,121.537438,23.836807,,,,
蘇家莊園休閒農場,,68000,大溪區,福安里3鄰復興路一段997號,121.288385,24.841902,,草嶺,83,5090; 5091; 5093; 5094; 5099; 5104; 5104A; 5104B; 5105; 5106; 5106A; 5106B; 5107; 5107A; 5107C; 5109
壹甲田休閒農場,,10005,三義鄉,雙潭村15鄰崩山下32之5號,120.810039,24.384159,,,,
沐麓休閒農場,,10013,恆春鎮,大光里9鄰貓鼻頭路101號,120.740194,21.929886,,,,
亞馬遜生態休閒農場(停業中),,10013,恆春鎮,山腳里恒南路3之1號,120.745497,21.985085,,,,
碧候休閒農場,,10002,南澳鄉,金岳村金岳路190號,121.779024,24.474967,,,,
森密境休閒農場,,65000,三峽區,有木里106之8號,121.436493,24.863882,,,,
莫內花園休閒農場,,10002,五結鄉,大吉村1鄰大吉一路79號,121.801021,24.690481,,,,
淡水小奈良休閒農場,,65000,淡水區,屯山里石頭厝3號之8,121.458237,25.234053,,,,
揚昊休閒農場,,10005,苑裡鎮,蕉埔里蕉埔86之7號,120.735021,24.405753,,,,
海灣星空休閒農場,,68000,蘆竹區,小古山路38號,121.290704,25.102879,https://cool2horse.com.tw/,蘆竹老人長期照顧中心,1479,L309; L309A; L309B
龍潭快樂休閒農場,,68000,龍潭區,成功路377巷46弄155-1號,121.227737,24.883689,,伯公下,209,5645; 5672
臺南鴨莊休閒農場,,67000,官田區,渡拔里三塊厝178-1號,120.338286,23.173516,https://www.tainanduckfarm.com.tw/,渡子頭,55,橘4
福至軒休閒農場,,10013,九如鄉,九明村14鄰九明街126號,120.480870,22.727629,,,,
悠田休閒農場,,10013,內埔鄉,水門村11鄰忠孝路280號,120.639175,22.705293,,,,
快樂町休閒農場,,10013,恆春鎮,南灣里13鄰南光路8號,120.755651,21.970079,,,,
甲仙印象之丘休閒農場,,64000,甲仙區,西安里和南巷97號,120.588350,23.0727,,,,
山籟休閒農場,,10005,大湖鄉,栗林村內雙坑5號,120.833693,24.373984,,,,
春波綠休閒農場,,10010,新港鄉,南港村4鄰南港117之120號,120.313279,23.553785,,,,
蘭欣辣汗花果休閒農場(田媽媽蘭欣食坊),,10013,枋寮鄉,中正大路666-8號,120.602304,22.375536,https://www.lansin-villa.tw/,,,
曦之麗休閒農場,,68000,楊梅區,楊梅照門道路,121.147664,24.887924,,八方園餐廳,767,L615
麟山鼻休閒農場,,65000,石門區,下員坑15號,121.521283,25.27841,,,,
劉文順休閒農場,,10009,古坑鄉,桂林村1鄰桂林1-60號,120.606642,23.613065,,,,
觀山休閒農場,,10013,枋寮鄉,隆山村24鄰隆山路287號,120.602997,22.366827,,,,
烏樹林休閒農場(烏樹林從前從前)(停業中),,68000,龍潭區,龍平路115巷138弄76號,121.218167,24.889357,,魏家祠堂,418,L723
雲頂休閒農場(停業中),,68000,龍潭區,楊銅路二段562巷120號,121.189043,24.865763,,梅龍路,1201,L716
香草山樂齡休閒農場(停業中),,10010,民雄鄉,豐收村15鄰好收1之52號,120.458398,23.571017,https://www.dreamaa.com/,,,
秀芳園休閒農場,,10015,新城鄉,康樂村1鄰康樂路7、7-1號,121.602995,24.041247,,,,
學橋教育休閒農場(停業中),,10013,內埔鄉,隘寮村4鄰清涼路一段148號,120.622091,22.692250,,,,
大鴕家觀光休閒農場(停業中),,10013,鹽埔鄉,鹽中村民富路86號,120.586667,22.745512,https://www.mollom.com.tw/,,,
石板屋休閒農場,,10013,瑪家鄉,佳義村泰平巷5-28號,120.631128,22.653527,,,,
勝洋休閒農場,,10002,員山鄉,八甲路15-6號,121.705406,24.727986,,,,
東螺溪休閒農場,,10007,二林鎮,二溪路七段2巷臨1201號,120.412509,23.995178,https://www.dongluo.com.tw,,,
廣興休閒農場,,10002,冬山鄉,柯林村光華三路132巷12號,121.734287,24.683837,https://test.pigs.com.tw/,,,
阿里磅生態休閒農場,,65000,石門區,阿里磅84號,121.583295,25.264314,https://www.albeecofarm.com/,,,
武岫休閒農場,,10008,鹿谷鄉,竹林村田頭巷35-66號,120.761123,23.718824,http://www.wuxiu.com.tw/,,,
台一生態休閒農場,,10008,埔里鎮,中山路一段176號,121.006338,23.978067,https://www.taiifarm.com/,,,
沐心泉休閒農場,,66000,新社區,中和里中興街60號,120.846863,24.149025,http://0425931201.mmmtravel.com.tw/#menu_rwd,,,
大菁休閒農場,,10017,暖暖區,東勢街100-1號,121.757312,25.071178,,,,
蓮荷園休閒農場,,68000,觀音區,藍埔里金華路690號,121.115828,25.012960,,向陽農場,685,T518
花露休閒農場,,10005,卓蘭鎮,西坪里43-3號,120.826167,24.333245,http://flowerhometw.com/?lang=tw,,,
林家古厝休閒農場,,68000,觀音區,大富路221號,121.128688,24.998836,https://lin-jia.com/,大田蓮園,301,T513; T518
香格里拉休閒農場,Shangrila Leisure Farm(香格里拉休閒農場),10002,冬山鄉,大進村梅山路168號,121.729009,24.632506,http://www.shangrilas.com.tw/shangrila/,,,
奈米休閒農場,,10007,大村鄉,南勢村南二橫巷8號,120.542694,23.983951,,,,
鴻旗有機休閒農場,,10013,高樹鄉,泰山村25鄰產業路330號,120.611163,22.795271,,,,
魔菇部落休閒農場,,10007,埔心鄉,柳橋東路829號,0,0,http://www.mmts.com.tw/,,,
雲也居一休閒農場,,10005,大湖鄉,栗林村薑麻園6號,120.828130,24.385720,https://milehigh.com.tw/,,,
雪霸休閒農場,,10004,五峰鄉,桃山村民石380號,121.117813,24.527648,https://www.sheipa.com.tw/,,,
菊園休閒農場,,10005,大湖鄉,栗林村9鄰薑麻園13號,120.824567,24.387433,,,,
白石森活休閒農場,,63000,內湖區,碧山路58號,121.594055,25.105096,https://www.whiterockfarm.com.tw/,石崁,176,小2
花泉休閒農場,,10002,員山鄉,尚德村八甲路15-1號,121.704623,24.727313,,,,
清香休閒農場,,63000,內湖區,大湖街206號,0,0,https://www.refresh.com.tw/,水仙溪橋,13135869,682
大坑休閒農場,,67000,新化區,大坑里82號,120.390500,23.007220,https://www.idakeng.com.tw/,大坑休閒農場,49,綠13
旺山休閒農場,,10002,壯圍鄉,新南村新南路106-11號,121.807281,24.726650,,,,
好時節休閒農場,,68000,大溪區,康莊路三段225號,121.282110,24.854354,https://www.luckytime.com.tw/,頂埔尾,279,5110; 5110A
大塭休閒農場,,10002,礁溪鄉,玉龍路二段497號,121.796456,24.819497,https://www.dawen.com.tw/,,,
天山休閒農場,,10002,三星鄉,天山村下湖路1號,121.628330,24.656366,https://tianshan.yilan-travel.com.tw/?fbclid=IwAR3nQDJpBhDpBdnaQf0s4rcAKzT3I0ujAyTknC5FDg0zA32ujsirb0m792w,,,
不一樣鱷魚生態休閒農場,,10013,潮州鎮,太平路600巷108號,120.535147,22.562699,http://www.crocodile-farm.com.tw/,,,
梅居休閒農場,,63000,士林區,平等里平菁街43巷99號,121.575238,25.141247,https://www.meigfarm.com/,內寮,299,小19
今夜星辰休閒農場,,10007,彰化市,石牌路一段428號,120.606462,24.052155,,,,
華一休閒農場,,64000,大樹區,和山路198號,120.414920,22.696229,,,,
梅花湖休閒農場,,10002,冬山鄉,環湖路66號,121.734616,24.649319,,,,
天使花園休閒農場,,10013,竹田鄉,鳳明村福安路120巷101號,120.513606,22.564681,https://reurl.cc/9DEVon,,,
私房雨露休閒農場,,66000,和平區,東關路一段松鶴三項58-11號,120.974566,24.173807,https://www.kurasu.tw/,,,
水寨一方休閒農場,,66000,東勢區,東崎路三段396號,120.866874,24.259113,https://luoyuki2.wixsite.com/donshi,,,
銘泉生態休閒農場,Ming Chuan Ecological Leisure Farm(銘泉生態休閒農場),10013,瑪家鄉,佳義村11鄰泰平巷114-20號,120.631750,22.662027,https://www.lohasplus.com.tw/index.php?Act=125&MK=125&PK=745&L=1,,,
官老爺休閒農場,,10002,壯圍鄉,新南村霧罕路3號,121.805013,24.720550,,,,
綠寶石休閒農場,Emerald Leisure Farm(綠寶石休閒農場),10002,三星鄉,人和村人和五路302號,121.632531,24.672886,https://emeraldfarm.hiweb.tw,,,
